30.94346844415 0.003752949335777 -0.03154858625171   0.0002886525160965 -0.03128460520596   
31.10590134937 0.003716232377756 -0.03139141583111   0.0002855054163943 -0.03113034786602   
31.26833425459 0.003680043610388 -0.03123576737945   0.0002824064355157 -0.03097756503046   
31.43076715981 0.003644373803997 -0.03108161994529   0.0002793539833149 -0.03082623610924   
31.59320006503 0.003609213336843 -0.03092895313368   0.000276346708831 -0.03067634054548   
31.75563297024 0.003574552359719 -0.03077774600159   0.0002733838001927 -0.0305278575485   
31.91806587546 0.003540380960887 -0.03062797839929   0.0002704649432508 -0.03038076720306   
32.08049878068 0.003506689435714 -0.03047963038501   0.0002675902340809 -0.03023505042001   
32.2429316859 0.00347346852636 -0.0303326816122   0.0002647596732991 -0.03009068864667   
32.40536459112 0.00344070951773 -0.03018711264526   0.0002619727615028 -0.02994766431368   
