atom[ 1]

  -50.57073200    -0.00000000         0.00100300     0.00000000        -0.01897000     0.00000000         0.00100300     0.00000000         0.00000100     0.00000000
    0.00100300     0.00000000       -50.57073200     0.00000000         0.00948500     0.00000000         0.00100300     0.00000000        -0.01642900     0.00000000
   -0.01897000     0.00000000         0.00948500     0.00000000       -49.85087800     0.00000000         0.00948500     0.00000000         0.00000000    -0.00000000
    0.00100300     0.00000000         0.00100300     0.00000000         0.00948500     0.00000000       -50.57073200    -0.00000000         0.01642900     0.00000000
    0.00000100     0.00000000        -0.01642900     0.00000000         0.00000000    -0.00000000         0.01642900     0.00000000       -49.85087900     0.00000000


atom[ 2]

  -50.57075100     0.00000000         0.00100900    -0.00000000        -0.01896100     0.00000000         0.00100900    -0.00000000         0.00000100     0.00000000
    0.00100900    -0.00000000       -50.57075200     0.00000000         0.00948100     0.00000000         0.00100900    -0.00000000        -0.01642100    -0.00000000
   -0.01896100     0.00000000         0.00948100     0.00000000       -49.85088200     0.00000000         0.00948100     0.00000000         0.00000000     0.00000000
    0.00100900    -0.00000000         0.00100900    -0.00000000         0.00948100    -0.00000000       -50.57075200     0.00000000         0.01642100    -0.00000000
    0.00000100     0.00000000        -0.01642100    -0.00000000         0.00000000     0.00000000         0.01642100    -0.00000000       -49.85088200    -0.00000000


