              Im{iWn}     Re{SelfE_1}[1,1]     Im{SelfE_1}[1,1]     Re{SelfE_1}[2,1]     Im{SelfE_1}[2,1]     Re{SelfE_1}[1,2]     Im{SelfE_1}[1,2]     Re{SelfE_1}[2,2]     Im{SelfE_1}[2,2]
     0.08121645260967    47.52096705353214    -0.01641848457864    47.07765087351147    -0.02698113834930    48.52095004357110    -0.02041663658327    53.49724186806260    -0.00899539318928
     0.24364935782901    47.52073234539564    -0.04976814409434    47.07267071310329    -0.08043040396035    48.51756283646648    -0.06127726318842    53.49375992094480    -0.02588186066226
     0.40608226304835    47.51931008556446    -0.08428793442051    47.06247861900862    -0.13258178717021    48.51063210943912    -0.10197760407981    53.48788424359335    -0.03999325416391
     0.56851516826768    47.51886092409291    -0.12156383212112    47.04941014838357    -0.18046785179215    48.49857949171606    -0.14310059292122    53.48324741063394    -0.05285230231566
     0.73094807348702    47.50697623989574    -0.16031553539521    47.02883413078694    -0.23006223877126    48.48407777156647    -0.17932812237043    53.47497902089707    -0.05978185744654
     0.89338097870636    47.50178549182979    -0.19787296663307    47.00783290892895    -0.26754237860461    48.46239633764921    -0.21849684033314    53.47143314439528    -0.06996527953063
     1.05581388392570    47.48878646896154    -0.23969940669968    46.98786026485531    -0.30128653332019    48.43676242433708    -0.25127938454061    53.46854681721970    -0.07846024403725
     1.21824678914504    47.46410563001557    -0.28102071019033    46.96822770682613    -0.33526626307978    48.40929975583899    -0.27514025235813    53.46501294711614    -0.08445715594254
     1.38067969436437    47.43183746261484    -0.31571435627158    46.94771989395319    -0.36898120940504    48.38243216545802    -0.29237105210667    53.46134946540676    -0.08925392411902
     1.54311259958371    47.39740618263925    -0.34115063062668    46.92552277054057    -0.40073502536530    48.35809585214253    -0.30627948657096    53.45820597458717    -0.09389352031113
     1.70554550480305    47.36468743715385    -0.35801361208001    46.90154647542418    -0.42923522435021    48.33690451811245    -0.31931946582454    53.45588817052938    -0.09869495395997
     1.86797841002239    47.33562213780368    -0.36864756562429    46.87628521277669    -0.45396658454705    48.31833703055128    -0.33264247729438    53.45441852425760    -0.10352740919071
     2.03041131524173    47.31070247976150    -0.37568551255976    46.85049102251987    -0.47505590330607    48.30134733249046    -0.34640631517641    53.45368238474923    -0.10813342813453
     2.19284422046107    47.28955919866046    -0.38131389499185    46.82488255202921    -0.49300159784554    48.28486684013647    -0.36027061956267    53.45352866373127    -0.11231288498638
     2.35527712568040    47.27141347307614    -0.38702498830321    46.79998130264196    -0.50842880012846    48.26807077231414    -0.37376295673232    53.45381809417304    -0.11598170583693
     2.51771003089974    47.25536949560867    -0.39364142129499    46.77606960204493    -0.52192529681984    48.25046341913346    -0.38646009036857    53.45443878006904    -0.11916081313738
     2.68014293611908    47.24058311642235    -0.40145600416340    46.75322416786670    -0.53395999889527    48.23186103391729    -0.39804604986323    53.45530630217074    -0.12193924075584
     2.84257584133842    47.22634683626661    -0.41039721137826    46.73137957933726    -0.54486220564931    48.21232855275929    -0.40831493126873    53.45635855926307    -0.12443594621104
     3.00500874655776    47.21212224434884    -0.42017758547612    46.71039216444286    -0.55483579507937    48.19210261664050    -0.41715762455694    53.45755008105865    -0.12677051829526
     3.16744165177710    47.19754108100144    -0.43040958958304    46.69009077231242    -0.56398796885325    48.17151742414315    -0.42454717020056    53.45884744486558    -0.12904491964157
     3.32987455699643    47.18238870522524    -0.44068734445585    46.67031124989561    -0.57235998174282    48.15094109898445    -0.43052514851643    53.46022599005772    -0.13133475157694
     3.49230746221577    47.16657881305961    -0.45063878001250    46.65091645150043    -0.57995372733518    48.13072589062629    -0.43518786302967    53.46166753753774    -0.13368739089891
     3.65474036743511    47.15012508017731    -0.45995464611281    46.63180526268746    -0.58675214874912    48.11117329778779    -0.43867140959442    53.46315876512800    -0.13612441336166
     3.81717327265445    47.13311331201279    -0.46840074056660    46.61291410703353    -0.59273358465415    48.09251369891805    -0.44113604670975    53.46468998452192    -0.13864624684283
     3.97960617787379    47.11567626703449    -0.47581878813980    46.59421379102474    -0.59788102218383    48.07489881623101    -0.44275119387019    53.46625417136758    -0.14123760520717
     4.14203908309312    47.09797230901183    -0.48212026415483    46.57570381124918    -0.60218742563382    48.05840436522065    -0.44368254527262    53.46784617837402    -0.14387278788396
     4.30447198831246    47.08016833282402    -0.48727636112637    46.55740561449718    -0.60565820260007    48.04303973595149    -0.44408235053290    53.46946210218037    -0.14652033555796
     4.46690489353180    47.06242691448934    -0.49130636449799    46.53935580010677    -0.60831167452959    48.02876157615979    -0.44408323708721    53.47109879044991    -0.14914681443156
     4.62933779875114    47.04489731765447    -0.49426595690229    46.52159987929819    -0.61017822512114    48.01548860667426    -0.44379532800226    53.47275347958850    -0.15171968551595
     4.79177070397048    47.02770981268620    -0.49623639420508    46.50418693742128    -0.61129863294758    48.00311570666435    -0.44330600356942    53.47442354807868    -0.15420931936455
