  2.485490   7.814104
  2.485490   7.814104
  2.485490   7.814104
  2.485490   7.814104
  2.485490   7.814104
  2.485490   7.814104
  2.485490   7.814104
  2.485490   7.814104
  2.869997   5.542182
  2.869997   5.542182
  2.869997   5.542182
  2.869997   5.542065
  2.869997   5.542182
  2.869997   5.542065
  4.058788   0.016697
  4.058788   0.016697
  4.058788   0.016697
  4.058788   0.016585
  4.058788   0.016697
  4.058788   0.016585
  4.058788   0.016697
  4.058788   0.016697
  4.058788   0.016697
  4.058788   0.016585
  4.058788   0.016697
  4.058788   0.016585
  4.759351  -1.309283
  4.759351  -1.309283
  4.759351  -1.309283
  4.759351  -1.309283
  4.759351  -1.309283
  4.759351  -1.309283
  4.759351  -1.309283
  4.759351  -1.309283
  4.759351  -1.309252
  4.759351  -1.309362
  4.759351  -1.309362
  4.759351  -1.309252
  4.759351  -1.309362
  4.759351  -1.309252
  4.759351  -1.309252
  4.759351  -1.309362
  4.759351  -1.309252
  4.759351  -1.309362
  4.759351  -1.309252
  4.759351  -1.309362
  4.759351  -1.309362
  4.759351  -1.309362
  4.759351  -1.309252
  4.759351  -1.309252
  4.970980   0.257223
  4.970980   0.257223
  4.970980   0.257223
  4.970980   0.257223
  4.970980   0.257223
  4.970980   0.257223
  4.970980   0.257223
  4.970980   0.257223
  5.739993   0.239741
  5.739993   0.239741
  5.739993   0.239741
  5.739993   0.239574
  5.739993   0.239741
  5.739993   0.239574
  6.255013   0.123955
  6.255013   0.123960
  6.255013   0.123960
  6.255013   0.123955
  6.255013   0.123960
  6.255013   0.123854
  6.255013   0.123955
  6.255013   0.123854
  6.255013   0.123955
  6.255013   0.123854
  6.255013   0.123960
  6.255013   0.123854
  6.255013   0.123960
  6.255013   0.123955
  6.255013   0.123955
  6.255013   0.123960
  6.255013   0.123955
  6.255013   0.123854
  6.255013   0.123960
  6.255013   0.123854
  6.255013   0.123960
  6.255013   0.123854
  6.255013   0.123955
  6.255013   0.123854
  6.417508   0.070685
  6.417508   0.070638
  6.417508   0.070850
  6.417508   0.070911
  6.417508   0.070850
  6.417508   0.070850
  6.417508   0.070911
  6.417508   0.070638
  6.417508   0.070638
  6.417508   0.070685
  6.417508   0.070850
  6.417508   0.070638
  6.417508   0.070638
  6.417508   0.070850
  6.417508   0.070685
  6.417508   0.070638
  6.417508   0.070638
  6.417508   0.070911
  6.417508   0.070850
  6.417508   0.070850
  6.417508   0.070911
  6.417508   0.070850
  6.417508   0.070638
  6.417508   0.070685
  7.030027   0.450763
  7.030027   0.450858
  7.030027   0.450858
  7.030027   0.450763
  7.030027   0.450858
  7.030027   0.450919
  7.030027   0.450919
  7.030027   0.450763
  7.030027   0.450763
  7.030027   0.450858
  7.030027   0.450763
  7.030027   0.450919
  7.030027   0.450858
  7.030027   0.450919
  7.030027   0.450763
  7.030027   0.450919
  7.030027   0.450858
  7.030027   0.450919
  7.030027   0.450858
  7.030027   0.450763
  7.030027   0.450858
  7.030027   0.450763
  7.030027   0.450919
  7.030027   0.450919
  7.456470   1.281216
  7.456470   1.281216
  7.456470   1.281216
  7.456470   1.281216
  7.456470   1.281216
  7.456470   1.281216
  7.456470   1.281216
  7.456470   1.281216
  7.456470   0.375367
  7.456470   0.375293
  7.456470   0.375293
  7.456470   0.375367
  7.456470   0.375367
  7.456470   0.375293
  7.456470   0.375293
  7.456470   0.375406
  7.456470   0.375406
  7.456470   0.375367
  7.456470   0.375367
  7.456470   0.375293
  7.456470   0.375406
  7.456470   0.375406
  7.456470   0.375367
  7.456470   0.375406
  7.456470   0.375406
  7.456470   0.375293
  7.456470   0.375293
  7.456470   0.375367
  7.456470   0.375406
  7.456470   0.375406
  7.456470   0.375293
  7.456470   0.375367
  8.117576  -0.011359
  8.117576  -0.011359
  8.117576  -0.011359
  8.117576  -0.011187
  8.117576  -0.011359
  8.117576  -0.011187
  8.117576  -0.011359
  8.117576  -0.011359
  8.117576  -0.011359
  8.117576  -0.011187
  8.117576  -0.011359
  8.117576  -0.011187
  8.489565  -0.028151
  8.489565  -0.028107
  8.489565  -0.028057
  8.489565  -0.028221
  8.489565  -0.028153
  8.489565  -0.028163
  8.489565  -0.028221
  8.489565  -0.028163
  8.489565  -0.028153
  8.489565  -0.028057
  8.489565  -0.028151
  8.489565  -0.028107
  8.489565  -0.028163
  8.489565  -0.028151
  8.489565  -0.028153
  8.489565  -0.028221
  8.489565  -0.028107
  8.489565  -0.028153
  8.489565  -0.028151
  8.489565  -0.028163
  8.489565  -0.028057
  8.489565  -0.028221
  8.489565  -0.028221
  8.489565  -0.028057
  8.489565  -0.028163
  8.489565  -0.028151
  8.489565  -0.028153
  8.489565  -0.028107
  8.489565  -0.028221
  8.489565  -0.028153
  8.489565  -0.028151
  8.489565  -0.028163
  8.489565  -0.028107
  8.489565  -0.028151
  8.489565  -0.028057
  8.489565  -0.028153
  8.489565  -0.028163
  8.489565  -0.028221
  8.489565  -0.028163
  8.489565  -0.028153
  8.489565  -0.028221
  8.489565  -0.028057
  8.489565  -0.028107
  8.489565  -0.028151
  8.489565  -0.028057
  8.489565  -0.028107
  8.489565  -0.028107
  8.489565  -0.028057
  8.609990   0.067291
  8.609990   0.193924
  8.609990   0.067306
  8.609990   0.067306
  8.609990   0.193924
  8.609990   0.067291
  8.609990   0.067306
  8.609990   0.067449
  8.609990   0.067291
  8.609990   0.067449
  8.609990   0.193924
  8.609990   0.067291
  8.609990   0.193876
  8.609990   0.067449
  8.609990   0.067306
  8.609990   0.067449
  8.609990   0.067306
  8.609990   0.067291
