              Im{iWn}     Re{Delta_1}[1,1]     Im{Delta_1}[1,1]     Re{Delta_1}[2,1]     Im{Delta_1}[2,1]     Re{Delta_1}[1,2]     Im{Delta_1}[1,2]     Re{Delta_1}[2,2]     Im{Delta_1}[2,2]
     0.10449850235777     0.35282676646244    -1.08577356129742     0.22086493382279    -0.28025279633625    -3.08950132586753    -2.30271918747156     2.07622356664326    -0.72422413428208
     0.31349550707332    -0.05277726237085    -1.00973880325346     0.28300917403764    -0.36518095549086    -1.60404240547784    -2.15429053634418     1.58833697606555    -1.24863428116015
     0.52249251178887    -0.21480716154556    -0.96711465218437     0.27348348205684    -0.43110292346223    -1.24554689094583    -1.81779460461949     1.11612159600505    -1.38954626347866
     0.73148951650442    -0.31687204778430    -0.94931341005511     0.24773882574885    -0.48228945205717    -1.09485845900874    -1.61150300107349     0.79188802457138    -1.37739958127079
     0.94048652121997    -0.38722228250963    -0.93768279889991     0.21812832580166    -0.52129355234929    -1.00707967294210    -1.46992621469818     0.57252458851657    -1.31899518572441
     1.14948352593552    -0.43809939294515    -0.92684792174802     0.18826833777410    -0.55033458892138    -0.94720908754065    -1.36464089271712     0.41905332870354    -1.25043190747161
     1.35848053065106    -0.47547632491387    -0.91558602427775     0.15979587391223    -0.57099891520730    -0.90237665409294    -1.28226266187786     0.30769718385710    -1.18303067512230
     1.56747753536661    -0.50309028119031    -0.90387312526625     0.13341744803625    -0.58488270754307    -0.86677670184865    -1.21563885151807     0.22444883626491    -1.12036230859181
     1.77647454008216    -0.52345800946840    -0.89198158521264     0.10936466290803    -0.59344048614763    -0.83732982595405    -1.16046972893166     0.16072076268690    -1.06329979622746
     1.98547154479771    -0.53832374740152    -0.88018689601307     0.08764570954198    -0.59787389799834    -0.81219017381922    -1.11393800446497     0.11101514461978    -1.01171689452514
     2.19446854951326    -0.54892856601089    -0.86868786080133     0.06816732522074    -0.59913244533319    -0.79015927665827    -1.07408927983522     0.07167112829871    -0.96513953593653
     2.40346555422881    -0.55617867104303    -0.85760230357340     0.05078944955971    -0.59795662022331    -0.77042157129155    -1.03951557453959     0.04016440696200    -0.92300807809932
     2.61246255894436    -0.56075140697135    -0.84698514862017     0.03535042249398    -0.59492362233363    -0.75240709572703    -1.00917502196436     0.01470098202185    -0.88478053005302
     2.82145956365990    -0.56316343934063    -0.83684888486741     0.02168043127067    -0.59048428580658    -0.73571119175917    -0.98228036799878    -0.00602710704734    -0.84996880803884
     3.03045656837545    -0.56381587624837    -0.82718011568133     0.00961003060036    -0.58499103834252    -0.72004348164827    -0.95822611105589    -0.02299410340878    -0.81814703557932
     3.23945357309100    -0.56302499940861    -0.81795122728918    -0.00102405026986    -0.57871914673421    -0.70519381034035    -0.93653914750174    -0.03693890972733    -0.78894873527718
     3.44845057780655    -0.56104372233006    -0.80912796830193    -0.01037510714228    -0.57188319834400    -0.69100889984905    -0.91684450586968    -0.04843068500965    -0.76206018095211
     3.65744758252210    -0.55807687439979    -0.80067407416222    -0.01858428595390    -0.56465009096479    -0.67737611407747    -0.89884111102425    -0.05791380939400    -0.73721298259233
     3.86644458723765    -0.55429225918092    -0.79255392470807    -0.02577966951082    -0.55714933471162    -0.66421206572157    -0.88228437281982    -0.06573943169493    -0.71417712775345
     4.07544159195319    -0.54982876158509    -0.78473396375711    -0.03207626616630    -0.54948121455306    -0.65145456264898    -0.86697349683532    -0.07218803867873    -0.69275489105020
     4.28443859666874    -0.54480236539465    -0.77718337213768    -0.03757658432541    -0.54172322829975    -0.63905687422059    -0.85274210663624    -0.07748587036628    -0.67277567545738
     4.49343560138429    -0.53931067599935    -0.76987430666685    -0.04237154366222    -0.53393513577411    -0.62698361854885    -0.83945121659122    -0.08181703228034    -0.65409171089751
     4.70243260609984    -0.53343636436864    -0.76278189560378    -0.04654154347258    -0.52616289788189    -0.61520778912102    -0.82698389285441    -0.08533254843401    -0.63657449130117
     4.91142961081539    -0.52724982531508    -0.75588410333242    -0.05015756838379    -0.51844173683920    -0.60370858783471    -0.81524114149051    -0.08815720818006    -0.62011182775593
     5.12042661553094    -0.52081125761379    -0.74916152964979    -0.05328225777593    -0.51079850713883    -0.59246983331412    -0.80413869987612    -0.09039480200562    -0.60460540768784
     5.32942362024649    -0.51417231385437    -0.74259718104276    -0.05597089826297    -0.50325353029301    -0.58147878322495    -0.79360450164264    -0.09213216727961    -0.58996876694125
     5.53842062496203    -0.50737742610323    -0.73617623515457    -0.05827232068174    -0.49582201502876    -0.57072525728720    -0.78357665053711    -0.09344234542731    -0.57612559832030
     5.74741762967758    -0.50046488411767    -0.72988581035291    -0.06022969694153    -0.48851515838799    -0.56020098076265    -0.77400178390227    -0.09438706880771    -0.56300833477356
     5.95641463439313    -0.49346772216572    -0.72371474696496    -0.06188124019609    -0.48134100177831    -0.54989909108270    -0.76483373831075    -0.09501873693177    -0.55055695754055
     6.16541163910868    -0.48641445583121    -0.71765340363717    -0.06326081601453    -0.47430509892882    -0.53981376623226    -0.75603245241923    -0.09538199992520    -0.53871798936510
     6.37440864382423    -0.47932969970490    -0.71169347041685    -0.06439847399437    -0.46741103928578    -0.52993994469739    -0.74756305822154    -0.09551503713817    -0.52744364066617
     6.58340564853978    -0.47223468930733    -0.70582779903249    -0.06532090954571    -0.46066086001155    -0.52027311471371    -0.73939512352398    -0.09545059704172    -0.51669108272490
     6.79240265325532    -0.46514772510986    -0.70005025014072    -0.06605186507598    -0.45405537180665    -0.51080915623063    -0.73150201696719    -0.09521684863362    -0.50642182682048
     7.00139965797087    -0.45808455249269    -0.69435555687422    -0.06661247891036    -0.44759441775157    -0.50154422311694    -0.72386037321192    -0.09483808282380    -0.49660119211993
     7.21039666268642    -0.45105868850294    -0.68873920375218    -0.06702158927158    -0.44127707981123    -0.49247465614539    -0.71644964061147    -0.09433529352357    -0.48719784821171
     7.41939366740197    -0.44408170404274    -0.68319731985926    -0.06729599963623    -0.43510184421550    -0.48359691952699    -0.70925169726182    -0.09372666159554    -0.47818342064654
     7.62839067211752    -0.43716346843080    -0.67772658512021    -0.06745071086556    -0.42906673434423    -0.47490755543993    -0.70225052405855    -0.09302795984953    -0.46953214984370
     7.83738767683307    -0.43031236198653    -0.67232414847285    -0.06749912469904    -0.42316941779275    -0.46640315226646    -0.69543192551488    -0.09225289347515    -0.46122059533868
     8.04638468154861    -0.42353546128087    -0.66698755676219    -0.06745322250127    -0.41740729281778    -0.45808032321892    -0.68878329076755    -0.09141338737855    -0.45322737866904
     8.25538168626416    -0.41683870091059    -0.66171469321954    -0.06732372256727    -0.41177755823492    -0.44993569278298    -0.68229338852256    -0.09051982962643    -0.44553295927782
     8.46437869097971    -0.41022701502514    -0.65650372445308    -0.06712021879914    -0.40627726997868    -0.44196588898348    -0.67595219075691    -0.08958127842843    -0.43811943870631
     8.67337569569526    -0.40370446132843    -0.65135305495286    -0.06685130315223    -0.40090338687056    -0.43416753992792    -0.66975072085463    -0.08860563869452    -0.43097038908655
     8.88237270041081    -0.39727432986828    -0.64626128819151    -0.06652467390783    -0.39565280762565    -0.42653727343426    -0.66368092255525    -0.08759981309863    -0.42407070255837
     9.09136970512636    -0.39093923858636    -0.64122719348566    -0.06614723153960    -0.39052240072435    -0.41907171882375    -0.65773554667102    -0.08656983169747    -0.41740645874679
     9.30036670984191    -0.38470121732053    -0.63624967786594    -0.06572516369798    -0.38550902845981    -0.41176751017543    -0.65190805300511    -0.08552096344482    -0.41096480786504
     9.50936371455745    -0.37856178171640    -0.63132776228246    -0.06526402063317    -0.38060956622155    -0.40462129050740    -0.64619252529711    -0.08445781236987    -0.40473386736669
     9.71836071927300    -0.37252199830617    -0.62646056154850    -0.06476878220213    -0.37582091787412    -0.39762971648169    -0.64058359735414    -0.08338440072339    -0.39870263037382
     9.92735772398855    -0.36658254184452    -0.62164726749531    -0.06424391745790    -0.37114002793362    -0.39078946333336    -0.63507638880018    -0.08230424101658    -0.39286088436159
    10.13635472870410    -0.36074374584860    -0.61688713487543    -0.06369343769182    -0.36656389111284    -0.38409722980430    -0.62966644910909    -0.08122039856664    -0.38719913879645
    10.34535173341965    -0.35500564716521    -0.61217946961072    -0.06312094369009    -0.36208955970552    -0.37754974292490    -0.62434970878296    -0.08013554590676    -0.38170856060719
    10.55434873813520    -0.34936802528426    -0.60752361903472    -0.06252966787227    -0.35771414919396    -0.37114376253492    -0.61912243670101    -0.07905201020725    -0.37638091652177
    10.76334574285074    -0.34383043702540    -0.60291896382519    -0.06192251189673    -0.35343484239779    -0.36487608547180    -0.61398120280658    -0.07797181467756    -0.37120852143779
    10.97234274756629    -0.33839224714718    -0.59836491136562    -0.06130208024846    -0.34924889242531    -0.35874354938301    -0.60892284541596    -0.07689671477407    -0.36618419210237
    11.18133975228184    -0.33305265535949    -0.59386089031012    -0.06067071026115    -0.34515362464230    -0.35274303614002    -0.60394444253649    -0.07582822991448    -0.36130120547720
    11.39033675699739    -0.32781072016126    -0.58940634615989    -0.06003049897366    -0.34114643783875    -0.34687147484747    -0.59904328666418    -0.07476767129821    -0.35655326124396
    11.59933376171294    -0.32266537987390    -0.58500073768653    -0.05938332717175    -0.33722480473961    -0.34112584445243    -0.59421686260831    -0.07371616634488    -0.35193444797699
    11.80833076642849    -0.31761547119618    -0.58064353406207    -0.05873088092643    -0.33338627198358    -0.33550317596699    -0.58946282794988    -0.07267468019073    -0.34743921256988
