              Im{iWn}     Re{Delta_1}[1,1]     Im{Delta_1}[1,1]     Re{Delta_1}[2,1]     Im{Delta_1}[2,1]
     0.08121645260967     0.27715286061091    -0.01215012681248     0.73471405499620    -0.06340940276748
     0.24364935782901     0.27138866584213    -0.03451613373197     0.69608267574813    -0.17317528718325
     0.40608226304835     0.26295866099410    -0.05309795111966     0.64514908501889    -0.25464593522714
     0.56851516826768     0.25089275729377    -0.06891539136780     0.59203586494263    -0.31655973399985
     0.73094807348702     0.24520272537055    -0.07942816157204     0.55532261828364    -0.36458046651100
     0.89338097870636     0.23272403289496    -0.09205106984750     0.50867510792592    -0.41610073750676
     1.05581388392570     0.22114049522364    -0.10027489063768     0.46086810257788    -0.45454107700235
     1.21824678914504     0.21373943485359    -0.10550840518618     0.41982593624163    -0.48571108691965
     1.38067969436437     0.20931698898388    -0.11072140546416     0.38290977383878    -0.51372238541026
     1.54311259958371     0.20560942638756    -0.11755110258064     0.34753395784720    -0.53932077464283
     1.70554550480305     0.20084061488571    -0.12585867938366     0.31273686281482    -0.56209081208740
     1.86797841002239     0.19443660052829    -0.13454207520258     0.27873500636728    -0.58176537800776
     2.03041131524173     0.18678754793898    -0.14259676409443     0.24599750987041    -0.59857523603336
     2.19284422046107     0.17857305156387    -0.14954641325515     0.21475835787007    -0.61295757008967
     2.35527712568040     0.17033331241611    -0.15532978905750     0.18503241941107    -0.62529356898408
     2.51771003089974     0.16237840871199    -0.16007945660701     0.15674705380104    -0.63585887315398
     2.68014293611908     0.15484416117167    -0.16398145875421     0.12981248391749    -0.64485755561020
     2.84257584133842     0.14776449347584    -0.16721426190925     0.10414272382394    -0.65245223558593
     3.00500874655776     0.14112208897528    -0.16992913263489     0.07966068422256    -0.65877881698055
     3.16744165177710     0.13487730889573    -0.17224728145094     0.05629997832252    -0.66395403850481
     3.32987455699643     0.12898307923596    -0.17426245740673     0.03400525628827    -0.66808076487170
     3.49230746221577     0.12339216880398    -0.17604466495627     0.01273116022342    -0.67125218201477
     3.65474036743511     0.11806078714341    -0.17764372151932    -0.00755970215558    -0.67355491697727
     3.81717327265445     0.11295053772218    -0.17909254653480    -0.02689921965109    -0.67507105653695
     3.97960617787379     0.10802958445110    -0.18041039016086    -0.04531620976729    -0.67587916247842
     4.14203908309312     0.10327325335523    -0.18160613981085    -0.06283848290386    -0.67605447403110
     4.30447198831246     0.09866404070959    -0.18268163978375    -0.07949432687222    -0.67566855165539
     4.46690489353180     0.09419100186285    -0.18363478941258    -0.09531333270738    -0.67478864825405
     4.62933779875114     0.08984861687276    -0.18446213854889    -0.11032661406139    -0.67347707449040
     4.79177070397048     0.08563534852512    -0.18516078034012    -0.12456657227211    -0.67179075137202
