              Im{iWn}     Re{SelfE_1}[1,1]     Im{SelfE_1}[1,1]     Re{SelfE_1}[2,1]     Im{SelfE_1}[2,1]
     0.08121645260967    47.90073878130801    -0.00941129689945    40.58912519547673    -1.36808322636900
     0.24364935782901    47.90790627193986    -0.03230266958356    41.64936561029651    -3.70881505704271
     0.40608226304835    47.91381044926712    -0.06536693751747    43.23092553526205    -5.18075730993483
     0.56851516826768    47.91990820773447    -0.09739520289121    44.79069408145156    -5.88399849726212
     0.73094807348702    47.89683512641509    -0.14905924354166    46.07786229054724    -5.95952196730585
     0.89338097870636    47.89079611724375    -0.16131511684882    47.13886951340193    -5.85555575822004
     1.05581388392570    47.89213024199930    -0.17973917737177    47.93292553510194    -5.63887005417318
     1.21824678914504    47.89031244236671    -0.21732379717914    48.49699396418615    -5.37586997509434
     1.38067969436437    47.87969697647628    -0.26516924915928    48.89995449486795    -5.10512856488468
     1.54311259958371    47.85870099334625    -0.31139306035602    49.19742962296425    -4.84284447341937
     1.70554550480305    47.82902956546474    -0.34855078776648    49.42469746957650    -4.59611520264226
     1.86797841002239    47.79419821333328    -0.37435009292914    49.60249296340940    -4.36852421216323
     2.03041131524173    47.75796084785761    -0.38996967844055    49.74320081649084    -4.16161345861945
     2.19284422046107    47.72329420257820    -0.39813102109841    49.85479992319464    -3.97537496031992
     2.35527712568040    47.69203965548915    -0.40173254158057    49.94293951486239    -3.80867996929731
     2.51771003089974    47.66498446013964    -0.40315074417975    50.01193957813663    -3.65971562355269
     2.68014293611908    47.64213211044259    -0.40402828298883    50.06526761841221    -3.52635796563316
     2.84257584133842    47.62299792461939    -0.40532838851545    50.10578089534865    -3.40644449808378
     3.00500874655776    47.60685469419693    -0.40749310512676    50.13586429342769    -3.29794818318941
     3.16744165177710    47.59290858247424    -0.41061374078746    50.15751820865665    -3.19907208686897
     3.32987455699643    47.58041113163321    -0.41457367506081    50.17241960186542    -3.10828691574110
     3.49230746221577    47.56872151127458    -0.41915308552527    50.18196746030329    -3.02433091041358
     3.65474036743511    47.55733347071780    -0.42409866939403    50.18731911305519    -2.94618728433784
     3.81717327265445    47.54587900442644    -0.42916597085255    50.18942135132846    -2.87305034109258
     3.97960617787379    47.53411782576680    -0.43414219443926    50.18903860390849    -2.80428795541112
     4.14203908309312    47.52191917405014    -0.43885606084133    50.18677918555785    -2.73940535045612
     4.30447198831246    47.50924045245711    -0.44317960124526    50.18311983530177    -2.67801296439681
     4.46690489353180    47.49610566039851    -0.44702531226836    50.17842834893131    -2.61979964478981
     4.62933779875114    47.48258545120832    -0.45034094839841    50.17298399490188    -2.56451136541500
     4.79177070397048    47.46877982865202    -0.45310339794121    50.16699546454176    -2.51193502259608
     4.95420360918982    47.45480391545022    -0.45531251961376    50.16061625164198    -2.46188656145446
