              Im{iWn}    Re{GreenF_1}[1,1]    Im{GreenF_1}[1,1]    Re{GreenF_1}[2,1]    Im{GreenF_1}[2,1]
     0.08121645260967     0.43818001303271    -0.02248945048607     0.11430536954097    -0.02107350198771
     0.24364935782901     0.42725889843860    -0.06512819089332     0.10133724901397    -0.05815843067689
     0.40608226304835     0.40794747238160    -0.10196838758128     0.08275146893144    -0.08475825193521
     0.56851516826768     0.38264482045138    -0.13018226758208     0.06440091591220    -0.10240895059019
     0.73094807348702     0.35801846558229    -0.15289096971716     0.05112982069543    -0.11415341507439
     0.89338097870636     0.32978304232962    -0.16681831572266     0.03907532342728    -0.12478381852820
     1.05581388392570     0.30544778079452    -0.17483076998569     0.02811919192591    -0.13290615509575
     1.21824678914504     0.28556317730191    -0.18078801388352     0.01890577659739    -0.13848071219702
     1.38067969436437     0.26776476859767    -0.18626353145709     0.01151569481055    -0.14212289251543
     1.54311259958371     0.25025781793657    -0.19096243465602     0.00576695727183    -0.14442440964592
     1.70554550480305     0.23269244527198    -0.19408729405750     0.00140445528809    -0.14582104452100
     1.86797841002239     0.21558972768644    -0.19526125885014    -0.00183018897395    -0.14659773129731
     2.03041131524173     0.19958192499473    -0.19464323048211    -0.00417167710988    -0.14692611180163
     2.19284422046107     0.18505013593479    -0.19266321510850    -0.00581901059744    -0.14690555234248
     2.35527712568040     0.17209772518313    -0.18978035473479    -0.00693269836012    -0.14659530289149
     2.51771003089974     0.16064558590035    -0.18637044787276    -0.00763829810948    -0.14603486947508
     2.68014293611908     0.15052720550623    -0.18270328526985    -0.00803265213977    -0.14525495127729
     2.84257584133842     0.14155060943924    -0.17895737935362    -0.00819019506190    -0.14428255382164
     3.00500874655776     0.13353106794924    -0.17524296141028    -0.00816826683163    -0.14314303288375
     3.16744165177710     0.12630548969897    -0.17162240520421    -0.00801127218978    -0.14186065898953
     3.32987455699643     0.11973700010630    -0.16812581741056    -0.00775383289771    -0.14045852898234
     3.49230746221577     0.11371471476644    -0.16476239098885    -0.00742313288475    -0.13895825512402
     3.65474036743511     0.10815129928392    -0.16152859878145    -0.00704064452529    -0.13737965402909
     3.81717327265445     0.10297958416406    -0.15841407653938    -0.00662339646807    -0.13574053411755
     3.97960617787379     0.09814887958941    -0.15540574871224    -0.00618491082120    -0.13405660678230
     4.14203908309312     0.09362136425526    -0.15249056071856    -0.00573590552305    -0.13234150770070
     4.30447198831246     0.08936879431075    -0.14965709863893    -0.00528483072914    -0.13060690009462
     4.46690489353180     0.08536969079679    -0.14689635221406    -0.00483828721191    -0.12886263042555
     4.62933779875114     0.08160708377676    -0.14420186559227    -0.00440135971117    -0.12711691167615
     4.79177070397048     0.07806681849923    -0.14156949855159    -0.00397788763498    -0.12537651589297
     4.95420360918982     0.07473637209522    -0.13899698342088    -0.00357068829846    -0.12364696342710
     5.11663651440915     0.07160409459879    -0.13648341598594    -0.00318174305404    -0.12193270111079
     5.27906941962849     0.06865877506627    -0.13402877108284    -0.00281235349054    -0.12023726499650
     5.44150232484783     0.06588943742006    -0.13163349272482    -0.00246327282951    -0.11856342569943
     5.60393523006717     0.06328528469880    -0.12929817801452    -0.00213481636871    -0.11691331596196
     5.76636813528651     0.06083572862027    -0.12702335408212    -0.00182695400946    -0.11528854103996
     5.92880104050584     0.05853045947241    -0.12480933626419    -0.00153938740035    -0.11369027312842
     6.09123394572518     0.05635952688093    -0.12265615116243    -0.00127161387134    -0.11211933131488
     6.25366685094452     0.05431341406475    -0.12056350782708    -0.00102297906996    -0.11057624868552
     6.41609975616386     0.05238309679264    -0.11853080214851    -0.00079271998825    -0.10906132820221
     6.57853266138320     0.05056008392170    -0.11655714230834    -0.00057999986328    -0.10757468889010
     6.74096556660254     0.04883643981664    -0.11464138604647    -0.00038393624956    -0.10611630374917
     6.90339847182187     0.04720479077562    -0.11278218311921    -0.00020362338558    -0.10468603068032
     7.06583137704121     0.04565831835498    -0.11097801845049    -0.00003814981494    -0.10328363754713
     7.22826428226055     0.04419074262301    -0.10922725315192     0.00011338791550    -0.10190882237854
     7.39069718747989     0.04279629814414    -0.10752816177626     0.00025187478973    -0.10056122955785
     7.55313009269923     0.04146970510784    -0.10587896502289     0.00037816950392    -0.09924046273326
     7.71556299791856     0.04020613757690    -0.10427785767443     0.00049309880475    -0.09794609506911
     7.87799590313790     0.03900119040202    -0.10272303189006     0.00059745357486    -0.09667767734898
     8.04042880835724     0.03785084597520    -0.10121269619583     0.00069198632263    -0.09543474436639
     8.20286171357658     0.03675144167152    -0.09974509060528     0.00077740979105    -0.09421681994651
     8.36529461879592     0.03569963857514    -0.09831849835360     0.00085439644875    -0.09302342089304
     8.52772752401526     0.03469239187802    -0.09693125471477     0.00092357866746    -0.09185406008509
     8.69016042923459     0.03372692318757    -0.09558175335370     0.00098554942403    -0.09070824891355
     8.85259333445393     0.03280069485966    -0.09426845061671     0.00104086339516    -0.08958549919890
     9.01502623967327     0.03191138639021    -0.09298986812658     0.00109003833683    -0.08848532471006
     9.17745914489261     0.03105687283677    -0.09174459399821     0.00113355666153    -0.08740724237163
     9.33989205011195     0.03023520519933    -0.09053128294820     0.00117186714314    -0.08635077322983
     9.50232495533129     0.02944459266242    -0.08934865553353     0.00120538669442    -0.08531544323228
     9.66475786055062     0.02868338658338    -0.08819549671584     0.00123450217329    -0.08430078386074
     9.82719076576996     0.02795006610230    -0.08707065391782     0.00125957218449    -0.08330633264969
     9.98962367098930     0.02724322524610    -0.08597303470968     0.00128092885075    -0.08233163361355
    10.15205657620864     0.02656156139956    -0.08490160423928     0.00129887953510    -0.08137623760060
    10.31448948142798     0.02590386501971    -0.08385538249936     0.00131370849993    -0.08043970258714
    10.47692238664731     0.02526901047567    -0.08283344150721     0.00132567849416    -0.07952159392185
    10.63935529186665     0.02465594790203    -0.08183490245695     0.00133503226197    -0.07862148452779
    10.80178819708599     0.02406369596213    -0.08085893289177     0.00134199397027    -0.07773895506776
    10.96422110230533     0.02349133542470    -0.07990474393368     0.00134677055335    -0.07687359407827
    11.12665400752467     0.02293800346531    -0.07897158759747     0.00134955297520    -0.07602499807410
    11.28908691274401     0.02240288861206    -0.07805875420987     0.00135051741114    -0.07519277162752
    11.45151981796334     0.02188522626211    -0.07716556994802     0.00134982635098    -0.07437652742394
    11.61395272318268     0.02138429470282    -0.07629139450590     0.00134762962687    -0.07357588629573
    11.77638562840202     0.02089941157828    -0.07543561889414     0.00134406536928    -0.07279047723612
    11.93881853362136     0.02042993074772    -0.07459766337487     0.00133926089481    -0.07201993739518
    12.10125143884070     0.01997523948872    -0.07377697553042     0.00133333352952    -0.07126391205807
    12.26368434406003     0.01953475600284    -0.07297302846374     0.00132639137187    -0.07052205460826
    12.42611724927937     0.01910792718675    -0.07218531912541     0.00131853399889    -0.06979402647615
    12.58855015449871     0.01869422663524    -0.07141336676363     0.00130985311944    -0.06907949707464
    12.75098305971805     0.01829315285000    -0.07065671148512     0.00130043317811    -0.06837814372204
    12.91341596493739     0.01790422761930    -0.06991491294167     0.00129035191318    -0.06768965155720
    13.07584887015673     0.01752699457566    -0.06918754906522     0.00127968087199    -0.06701371343426
    13.23828177537606     0.01716101783077    -0.06847421505689     0.00126848588753    -0.06635002984109
    13.40071468059540     0.01680588087751    -0.06777452203704     0.00125682751455    -0.06569830872065
