              Im{iWn}     Re{SelfE_1}[1,1]     Im{SelfE_1}[1,1]     Re{SelfE_1}[2,1]     Im{SelfE_1}[2,1]
     0.08121645260967    47.97792923032755    -0.03213784066140    42.43222687677329    -5.79606303873802
     0.24364935782901    47.96414316831085    -0.08876521277500    44.54983995130392    -6.63973492598786
     0.40608226304835    47.94438398113369    -0.13678213414409    46.21697895503119    -6.46911357277090
     0.56851516826768    47.92172627858890    -0.17942292773922    47.26913409391469    -6.07970592648844
     0.73094807348702    47.89947223229973    -0.21622815435598    47.95960494160824    -5.66745369761875
     0.89338097870636    47.87188229517590    -0.25226546461325    48.44081930534287    -5.31071461809595
     1.05581388392570    47.84276806512953    -0.28209849729723    48.78924662862188    -5.00150657372609
     1.21824678914504    47.81472194437563    -0.30534465283577    49.04849278793610    -4.73064194321001
     1.38067969436437    47.78851175436223    -0.32427462329350    49.24655166593062    -4.49239058807495
     1.54311259958371    47.76400977567653    -0.34098908942261    49.40151245262172    -4.28195487959402
     1.70554550480305    47.74080673781952    -0.35661420953063    49.52493216422059    -4.09490889329664
     1.86797841002239    47.71849353698634    -0.37148365343865    49.62430990465321    -3.92738006892103
     2.03041131524173    47.69676471589192    -0.38551891393866    49.70474576956744    -3.77618710637643
     2.19284422046107    47.67543772424589    -0.39851853597800    49.76993443726947    -3.63881819620099
     2.35527712568040    47.65443524476786    -0.41031367490653    49.82271238100695    -3.51331953944986
     2.51771003089974    47.63375471360298    -0.42082505137591    49.86534502923731    -3.39816331370094
     2.68014293611908    47.61343748868288    -0.43006448511317    49.89967782608683    -3.29213098217636
     2.84257584133842    47.59354347335297    -0.43811250996412    49.92722219391607    -3.19422347193010
     3.00500874655776    47.57413308035484    -0.44509049858913    49.94921258226736    -3.10359747424648
     3.16744165177710    47.55525622381555    -0.45113621675459    49.96665098584876    -3.01952269049261
     3.32987455699643    47.53694701642842    -0.45638595263796    49.98034530786184    -2.94135420489286
     3.49230746221577    47.51922255735933    -0.46096335182029    49.99094347984745    -2.86851505561618
     3.65474036743511    47.50208431675416    -0.46497377834589    49.99896360697669    -2.80048529880036
     3.81717327265445    47.48552091063164    -0.46850267392093    50.00482002638483    -2.73679500134431
     3.97960617787379    47.46951139799996    -0.47161648979289    50.00884526468511    -2.67701946813037
     4.14203908309312    47.45402852883615    -0.47436505782876    50.01130808243673    -2.62077565769710
     4.30447198831246    47.43904161458517    -0.47678458116216    50.01242796573801    -2.56771916592530
     4.46690489353180    47.42451886703174    -0.47890070453032    50.01238652401932    -2.51754144067886
     4.62933779875114    47.41042916750380    -0.48073134444485    50.01133628743415    -2.46996707035445
     4.79177070397048    47.39674330161583    -0.48228911434749    50.00940738257312    -2.42475108539471
     4.95420360918982    47.38343473063919    -0.48358328826207    50.00671252138484    -2.38167627618228
     5.11663651440915    47.37047998703280    -0.48462131039501    50.00335067978419    -2.34055055254951
     5.27906941962849    47.35785878170613    -0.48540989576756    49.99940978044906    -2.30120438262544
     5.44150232484783    47.34555390324869    -0.48595578371923    49.99496863407111    -2.26348834649145
     5.60393523006717    47.33355097790115    -0.48626621041599    49.99009834008594    -2.22727083427612
     5.76636813528651    47.32183814573980    -0.48634916398779    49.98486330126345    -2.19243591128535
     5.92880104050584    47.31040569671338    -0.48621347797971    49.97932196898658    -2.15888136230029
     6.09123394572518    47.29924569827599    -0.48586881101087    49.97352740488220    -2.12651692173803
     6.25366685094452    47.28835163715399    -0.48532555109105    49.96752772057204    -2.09526268869589
     6.41609975616386    47.27771809001059    -0.48459467467730    49.96136643893903    -2.06504772098524
     6.57853266138320    47.26734043153968    -0.48368758336940    49.95508280615653    -2.03580879860156
     6.74096556660254    47.25721458390718    -0.48261593494919    49.94871207387795    -2.00748934514827
     6.90339847182187    47.24733680835556    -0.48139148001378    49.94228576356154    -1.98003849291815
     7.06583137704121    47.23770353698604    -0.48002591221933    49.93583191967738    -1.95341027864325
     7.22826428226055    47.22831124189862    -0.47853073610097    49.92937535557947    -1.92756295462484
     7.39069718747989    47.21915633740485    -0.47691715498553    49.92293789309709    -1.90245840244224
