              Im{iWn}    Re{GreenF_1}[1,1]    Im{GreenF_1}[1,1]    Re{GreenF_1}[2,1]    Im{GreenF_1}[2,1]
     0.08121645260967     0.43673262182387    -0.02187083825892     0.11699385814966    -0.02533187717193
     0.24364935782901     0.42653996053008    -0.06327880553573     0.10246463188397    -0.06245854086329
     0.40608226304835     0.40861931268684    -0.09929953151483     0.08362930483929    -0.08934184462431
     0.56851516826768     0.38516485939736    -0.12853456258449     0.06512862307623    -0.10761995814369
     0.73094807348702     0.36100235565805    -0.15094399038317     0.04936816189399    -0.12056976932241
     0.89338097870636     0.33455764347457    -0.16731198018522     0.03619277001126    -0.12925889390489
     1.05581388392570     0.30969418045812    -0.17828552259027     0.02551923011710    -0.13552085845887
     1.21824678914504     0.28731318739442    -0.18562715423980     0.01702895999598    -0.14017887146107
     1.38067969436437     0.26686750006440    -0.19054260152028     0.01034770867314    -0.14355815192180
     1.54311259958371     0.24783663650642    -0.19358081812718     0.00514220171589    -0.14587275923646
     1.70554550480305     0.23004754168155    -0.19499971899065     0.00113845476044    -0.14732627437837
     1.86797841002239     0.21354121267422    -0.19501335663631    -0.00188682796453    -0.14810759604760
     2.03041131524173     0.19840058816384    -0.19386877965004    -0.00411791336794    -0.14837414414783
     2.19284422046107     0.18465758074067    -0.19183348328206    -0.00570862600862    -0.14824592127000
     2.35527712568040     0.17227190242354    -0.18916169157211    -0.00678789266321    -0.14780928254475
     2.51771003089974     0.16114655413973    -0.18607006159421    -0.00746343476873    -0.14712487008644
     2.68014293611908     0.15115312923782    -0.18272839351369    -0.00782454792172    -0.14623573641932
     2.84257584133842     0.14215378883485    -0.17926120024660    -0.00794448251443    -0.14517384936708
     3.00500874655776     0.13401603796150    -0.17575471665987    -0.00788263825117    -0.14396459052942
     3.16744165177710     0.12662078272867    -0.17226548850917    -0.00768662317542    -0.14262952524954
     3.32987455699643     0.11986550139193    -0.16882844956402    -0.00739416097199    -0.14118792053768
     3.49230746221577     0.11366436408225    -0.16546362014669    -0.00703481525865    -0.13965746046660
     3.65474036743511     0.10794670668894    -0.16218124483222    -0.00663150780702    -0.13805450395300
     3.81717327265445     0.10265479988030    -0.15898550895610    -0.00620182255974    -0.13639411805005
     3.97960617787379     0.09774148359554    -0.15587709227900    -0.00575910140614    -0.13469002919117
     4.14203908309312     0.09316797685932    -0.15285483417088    -0.00531334773152    -0.13295456977973
