              Im{iWn}    Re{GreenF_1}[1,1]    Im{GreenF_1}[1,1]    Re{GreenF_1}[2,1]    Im{GreenF_1}[2,1]
     0.08121645260967     0.45013200624984    -0.02690972383774     0.11379838071075    -0.02035789630958
     0.24364935782901     0.43352697228172    -0.07606598002923     0.10232044363958    -0.05672851889532
     0.40608226304835     0.40455199492821    -0.11471360178751     0.08537433501126    -0.08455386598251
     0.56851516826768     0.37808515742723    -0.13571135495874     0.06748065017017    -0.10442998352534
     0.73094807348702     0.33643847109595    -0.15925215251460     0.05134333229549    -0.11850834688801
     0.89338097870636     0.31832295969942    -0.15269595602863     0.03705111988939    -0.12812268889474
     1.05581388392570     0.31533160526975    -0.15655691011874     0.02514989645163    -0.13430131467609
     1.21824678914504     0.30187532346932    -0.17412010790897     0.01604093039542    -0.13836391899179
     1.38067969436437     0.27875170657615    -0.18970068076232     0.00926885154819    -0.14116302461601
     1.54311259958371     0.25410260998145    -0.19885127389022     0.00426650129389    -0.14312008764239
     1.70554550480305     0.23153029761409    -0.20229766943934     0.00057488924070    -0.14446783646686
     1.86797841002239     0.21194939317362    -0.20167961978455    -0.00214378783256    -0.14534740763528
     2.03041131524173     0.19528411967268    -0.19854728885598    -0.00413226530723    -0.14584538521966
     2.19284422046107     0.18115342201486    -0.19409356941391    -0.00556460877537    -0.14601498546632
     2.35527712568040     0.16912110482991    -0.18915754123628    -0.00656640138850    -0.14589112798704
     2.51771003089974     0.15876838538703    -0.18429277101840    -0.00722968786259    -0.14550091305700
     2.68014293611908     0.14971246413429    -0.17982082655444    -0.00762403198940    -0.14486968142403
     2.84257584133842     0.14162119508124    -0.17587116500355    -0.00780417298199    -0.14402337761975
     3.00500874655776     0.13423134276356    -0.17242689648513    -0.00781473743456    -0.14298865514856
     3.16744165177710     0.12735982283143    -0.16938218494819    -0.00769285019020    -0.14179209160832
     3.32987455699643     0.12089900892207    -0.16660001413452    -0.00746955374405    -0.14045931286438
     3.49230746221577     0.11479801189600    -0.16395518491508    -0.00717068548086    -0.13901432174519
     3.65474036743511     0.10903921225370    -0.16135583839326    -0.00681755172465    -0.13747907152494
     3.81717327265445     0.10361863824505    -0.15874694169132    -0.00642752860557    -0.13587324343121
     3.97960617787379     0.09853378743129    -0.15610373126980    -0.00601462058390    -0.13421417885858
     4.14203908309312     0.09377818957452    -0.15342216308327    -0.00558997453856    -0.13251692448956
     4.30447198831246     0.08934027264652    -0.15071035246997    -0.00516234260097    -0.13079435612913
     4.46690489353180     0.08520425375695    -0.14798235247581    -0.00473849014059    -0.12905735286694
     4.62933779875114     0.08135161313019    -0.14525418475580    -0.00432354919782    -0.12731499853523
     4.79177070397048     0.07776247073056    -0.14254154952911    -0.00392132039189    -0.12557479293094
     4.95420360918982     0.07441664804559    -0.13985863397150    -0.00353452791383    -0.12384286010359
