              Im{iWn}    Re{GreenF_1}[1,1]    Im{GreenF_1}[1,1]    Re{GreenF_1}[2,1]    Im{GreenF_1}[2,1]
     0.08121645260967     0.48072960293506    -0.03390826914276     0.12134712136764    -0.02469132829686
     0.24364935782901     0.45759404800898    -0.09538549039884     0.10262825996882    -0.06467396573799
     0.40608226304835     0.42201245234470    -0.14104791870233     0.07996641792770    -0.08888856530123
     0.56851516826768     0.36504799984870    -0.17050065505251     0.05918271994476    -0.10457143213687
     0.73094807348702     0.35072527589800    -0.17696692009005     0.05036042282050    -0.10569500451591
     0.89338097870636     0.29765734629707    -0.18726803299932     0.04404326388748    -0.12308421882237
     1.05581388392570     0.25888510790638    -0.17907012789904     0.03032264131685    -0.13637590978129
     1.21824678914504     0.24672060862767    -0.16295098859471     0.01832259471396    -0.14243238519355
     1.38067969436437     0.25062607044614    -0.15275803358522     0.00943713656195    -0.14467452775816
     1.54311259958371     0.25655970846819    -0.15511933480206     0.00320340811051    -0.14522883140871
     1.70554550480305     0.25437710190336    -0.16739833277419    -0.00098943628444    -0.14521040352850
     1.86797841002239     0.24178564788406    -0.18209528658026    -0.00367162723460    -0.14512707409162
     2.03041131524173     0.22247441351973    -0.19340893236319    -0.00529888357614    -0.14513799845883
     2.19284422046107     0.20122832255551    -0.19945599254679    -0.00625185295445    -0.14521732700589
     2.35527712568040     0.18121066514612    -0.20079930323614    -0.00681250746401    -0.14525766526328
     2.51771003089974     0.16380722083188    -0.19873484706628    -0.00715427433337    -0.14514243255601
     2.68014293611908     0.14930688348501    -0.19448542527215    -0.00736284860915    -0.14479011303891
     2.84257584133842     0.13748474848130    -0.18899489539417    -0.00747187090433    -0.14416719852181
     3.00500874655776     0.12793142623784    -0.18294207171764    -0.00749270222024    -0.14327947997833
     3.16744165177710     0.12020634699125    -0.17679997003149    -0.00743104017086    -0.14215637296590
     3.32987455699643     0.11389936528455    -0.17088784686762    -0.00729333680415    -0.14083741723547
     3.49230746221577     0.10865145778785    -0.16540788403377    -0.00708802157606    -0.13936355148793
     3.65474036743511     0.10415974560990    -0.16047031695459    -0.00682489542994    -0.13777249576548
     3.81717327265445     0.10017766699630    -0.15611235953037    -0.00651424396580    -0.13609682314249
     3.97960617787379     0.09651378673343    -0.15231492809288    -0.00616616476260    -0.13436354583111
     4.14203908309312     0.09302938578096    -0.14901911316864    -0.00579016332414    -0.13259445332848
     4.30447198831246     0.08963399863266    -0.14614243234536    -0.00539494449021    -0.13080676280556
     4.46690489353180     0.08627845441656    -0.14359366523845    -0.00498831940493    -0.12901384745610
     4.62933779875114     0.08294588409190    -0.14128478629825    -0.00457717336594    -0.12722592890301
     4.79177070397048     0.07964188682275    -0.13913902949451    -0.00416746475470    -0.12545068720089
     4.95420360918982     0.07638524382380    -0.13709499294319    -0.00376424187889    -0.12369377737528
     5.11663651440915     0.07320025424808    -0.13510745234474    -0.00337167352068    -0.12195925825825
     5.27906941962849     0.07011120642003    -0.13314594006159    -0.00299309262180    -0.12024994531293
     5.44150232484783     0.06713896634926    -0.13119215476404    -0.00263105305085    -0.11856769960456
     5.60393523006717     0.06429932115143    -0.12923703668945    -0.00228739843282    -0.11691366326715
     5.76636813528651     0.06160258050654    -0.12727803860118    -0.00196334064665    -0.11528844963002
     5.92880104050584     0.05905395824002    -0.12531685289497    -0.00165954451223    -0.11369229450159
     6.09123394572518     0.05665435342517    -0.12335766609799    -0.00137621465495    -0.11212517404000
     6.25366685094452     0.05440126737174    -0.12140590348420    -0.00111318062895    -0.11058689412536
     6.41609975616386     0.05228969625932    -0.11946737867263    -0.00086997695600    -0.10907715587212
     6.57853266138320     0.05031291655405    -0.11754775282240    -0.00064591559703    -0.10759560169401
     6.74096556660254     0.04846313157622    -0.11565221707745    -0.00044014933325    -0.10614184602502
     6.90339847182187     0.04673197782646    -0.11378532831660    -0.00025172542420    -0.10471549440001
     7.06583137704121     0.04511090517715    -0.11195094542249    -0.00007962963953    -0.10331615406481
     7.22826428226055     0.04359145122750    -0.11015222827268     0.00007717870132    -0.10194343875217
     7.39069718747989     0.04216543095476    -0.10839167345650     0.00021973972193    -0.10059696968096
     7.55313009269923     0.04082506094041    -0.10667116950991     0.00034907288725    -0.09927637433863
     7.71556299791856     0.03956303449990    -0.10499206068460     0.00046616265097    -0.09798128416241
     7.87799590313790     0.03837256089592    -0.10335521252564     0.00057194875291    -0.09671133186884
     8.04042880835724     0.03724737892176    -0.10176107536855     0.00066732017798    -0.09546614891301
