  R1   R2   R3      I1   I2   I3      A1   A2           dist.               Jij
   0   -2   -1       0    4    5       1    2      7.84674192156370  -0.00039153504197
  -2    0   -1       4    0    5       1    2      7.84674192156370  -0.00039153669997
   0    1   -1       0    1    5       1    2      7.84674192364335  -0.00090129578871
   1    0   -1       1    0    5       1    2      7.84674192364335  -0.00090129277065
  -2   -1    0       4    5    0       1    2      7.84674192364335  -0.00039155537233
  -1   -2    0       5    4    0       1    2      7.84674192364335  -0.00039155896611
   2   -3    0       2    3    0       1    2      7.84674193207749  -0.00126738818665
   2   -3   -1       2    3    5       1    2      7.84674193207749  -0.00052690252305
  -3    2    0       3    2    0       1    2      7.84674193207749  -0.00126738850300
  -3    2   -1       3    2    5       1    2      7.84674193207749  -0.00052690014114
   0    0   -3       0    0    3       1    2      8.89736901354124  -0.00090976498392
  -1   -1    2       5    5    2       1    2      8.89736901354124  -0.00033369075184
   1   -2    1       1    4    1       1    2      8.89736902313853  -0.00616717449873
   1   -2   -2       1    4    4       1    2      8.89736902313853  -0.00398767410169
  -2    1    1       4    1    1       1    2      8.89736902313853  -0.00616717818281
  -2    1   -2       4    1    4       1    2      8.89736902313853  -0.00398767616229
   1    1   -2       1    1    4       1    2      8.89736902864077  -0.00616657563891
  -2   -2    1       4    4    1       1    2      8.89736902864077  -0.00398829506188
   2   -1   -1       2    5    5       1    2      8.89736903068829  -0.00033385852262
  -1    2   -1       5    2    5       1    2      8.89736903068829  -0.00033386166625
   0   -3    0       0    3    0       1    2      8.89736903068829  -0.00090945989263
  -3    0    0       3    0    0       1    2      8.89736903068829  -0.00090945963161
   0   -2    2       0    4    2       1    2      9.37865042472094   0.00091921994210
   1   -1   -3       1    5    3       1    2      9.37865042472094   0.00099919073042
  -2    0    2       4    0    2       1    2      9.37865042472094   0.00091921777484
  -1    1   -3       5    1    3       1    2      9.37865042472094   0.00099919291439
   0    2   -2       0    2    4       1    2      9.37865043904561   0.00091928136398
   2    0   -2       2    0    4       1    2      9.37865043904561   0.00091928108769
  -3   -1    1       3    5    1       1    2      9.37865043904561   0.00099947627194
  -1   -3    1       5    3    1       1    2      9.37865043904561   0.00099947466220
   1   -3   -1       1    3    5       1    2      9.37865043924811   0.00099947067974
   2   -2    0       2    4    0       1    2      9.37865043924811   0.00091947141464
  -3    1   -1       3    1    5       1    2      9.37865043924811   0.00099947577577
  -2    2    0       4    2    0       1    2      9.37865043924811   0.00091947250083
   1   -3    2       1    3    2       1    2     10.69330674146692  -0.00010344372543
   2   -2   -3       2    4    3       1    2     10.69330674146692  -0.00009979714869
  -3    1    2       3    1    2       1    2     10.69330674146692  -0.00010344492951
  -2    2   -3       4    2    3       1    2     10.69330674146692  -0.00009979567088
   1    2   -3       1    2    3       1    2     10.69330674909714  -0.00010337908571
   2    1   -3       2    1    3       1    2     10.69330674909714  -0.00010337945600
  -3   -2    2       3    4    2       1    2     10.69330674909714  -0.00009985355300
  -2   -3    2       4    3    2       1    2     10.69330674909714  -0.00009985252079
   2   -3    1       2    3    1       1    2     10.69330674945235  -0.00010354935681
   2   -3   -2       2    3    4       1    2     10.69330674945235  -0.00009989327047
  -3    2    1       3    2    1       1    2     10.69330674945235  -0.00010354830667
  -3    2   -2       3    2    4       1    2     10.69330674945235  -0.00009987817629
   0    0    1       0    0    1       1    2     12.22826408780029  -0.00001181558049
  -1   -1   -2       5    5    4       1    2     12.22826408780029  -0.00000352715817
   0    1    0       0    1    0       1    2     12.22826409284872  -0.00001181246626
   1    0    0       1    0    0       1    2     12.22826409284872  -0.00001181255242
  -2   -1   -1       4    5    5       1    2     12.22826409284872  -0.00000352532341
  -1   -2   -1       5    4    5       1    2     12.22826409284872  -0.00000352514011
   0   -2   -2       0    4    4       1    2     12.58277994033834  -0.00002943858105
   1   -1    1       1    5    1       1    2     12.58277994033834  -0.00000331440425
  -2    0   -2       4    0    4       1    2     12.58277994033834  -0.00002943797887
  -1    1    1       5    1    1       1    2     12.58277994033834  -0.00000331455045
   1    1   -1       1    1    5       1    2     12.58277994740601  -0.00000332878308
  -2   -2    0       4    4    0       1    2     12.58277994740601  -0.00002937038441
   0   -1    2       0    5    2       1    2     12.92757747068011  -0.00000653764671
  -1    0    2       5    0    2       1    2     12.92757747068011  -0.00000653772906
   0   -1   -3       0    5    3       1    2     12.92757747068011  -0.00000203988619
  -1    0   -3       5    0    3       1    2     12.92757747068011  -0.00000203992705
   0   -3   -1       0    3    5       1    2     12.92757748290229  -0.00000205211049
   2   -1    0       2    5    0       1    2     12.92757748290229  -0.00000653775799
  -3    0   -1       3    0    5       1    2     12.92757748290229  -0.00000205188579
  -1    2    0       5    2    0       1    2     12.92757748290229  -0.00000653763710
   0    2   -1       0    2    5       1    2     12.92757748500612  -0.00000653291292
   2    0   -1       2    0    5       1    2     12.92757748500612  -0.00000653098841
  -3   -1    0       3    5    0       1    2     12.92757748500613  -0.00000205251522
  -1   -3    0       5    3    0       1    2     12.92757748500613  -0.00000205260964
   1   -2    2       1    4    2       1    2     13.59095567325657  -0.00002876804544
  -2    1    2       4    1    2       1    2     13.59095567325657  -0.00002876825507
   1   -2   -3       1    4    3       1    2     13.59095567325658  -0.00002896491957
  -2    1   -3       4    1    3       1    2     13.59095567325658  -0.00002896779712
   1   -3   -2       1    3    4       1    2     13.59095568033993  -0.00002891608670
   2   -2    1       2    4    1       1    2     13.59095568033993  -0.00002873099600
  -3    1   -2       3    1    4       1    2     13.59095568033993  -0.00002891898080
  -2    2    1       4    2    1       1    2     13.59095568033993  -0.00002873065910
   1    2   -2       1    2    4       1    2     13.59095568634336  -0.00002868828734
   2    1   -2       2    1    4       1    2     13.59095568634336  -0.00002868863325
  -3   -2    1       3    4    1       1    2     13.59095568634336  -0.00002891827562
  -2   -3    1       4    3    1       1    2     13.59095568634336  -0.00002891857906
   2   -3    2       2    3    2       1    2     14.82894837189755   0.00001605433832
   2   -3   -3       2    3    3       1    2     14.82894837189755   0.00002042164216
  -3    2    2       3    2    2       1    2     14.82894837189755   0.00001605455416
  -3    2   -3       3    2    3       1    2     14.82894837189755   0.00002042230028
   2    2   -3       2    2    3       1    2     14.82894838106794   0.00001601473431
  -3   -3    2       3    3    2       1    2     14.82894838106794   0.00002047945555
   0    1    1       0    1    1       1    2     17.03716457987961  -0.00001202523318
   1    0    1       1    0    1       1    2     17.03716457987961  -0.00001202520481
  -2   -1   -2       4    5    4       1    2     17.03716457987962  -0.00012102838861
  -1   -2   -2       5    4    4       1    2     17.03716457987962  -0.00012102838390
   1    1    0       1    1    0       1    2     17.03716458414162  -0.00001205598403
  -2   -2   -1       4    4    5       1    2     17.03716458414162  -0.00012089618460
   0    0    2       0    0    2       1    2     17.29337691527025  -0.00001522699931
  -1   -1   -3       5    5    3       1    2     17.29337691527025  -0.00001640921257
   0    2    0       0    2    0       1    2     17.29337692566504  -0.00001525102926
   2    0    0       2    0    0       1    2     17.29337692566504  -0.00001525106180
  -3   -1   -1       3    5    5       1    2     17.29337692566504  -0.00001641545365
  -1   -3   -1       5    3    5       1    2     17.29337692566504  -0.00001641551281
   1   -1    2       1    5    2       1    2     17.54584832829682   0.00000338691498
  -1    1    2       5    1    2       1    2     17.54584832829682   0.00000338697514
   0   -2   -3       0    4    3       1    2     17.54584832829682  -0.00001187591574
  -2    0   -3       4    0    3       1    2     17.54584832829682  -0.00001187592064
   2   -1    1       2    5    1       1    2     17.54584833440360   0.00000340234195
  -1    2    1       5    2    1       1    2     17.54584833440360   0.00000340219915
   0   -3   -2       0    3    4       1    2     17.54584833440360  -0.00001190024432
  -3    0   -2       3    0    4       1    2     17.54584833440360  -0.00001190020706
   1    2   -1       1    2    5       1    2     17.54584834071215   0.00000338206183
   2    1   -1       2    1    5       1    2     17.54584834071215   0.00000338219809
  -3   -2    0       3    4    0       1    2     17.54584834071215  -0.00001190014261
  -2   -3    0       4    3    0       1    2     17.54584834071215  -0.00001190046224
   1   -3   -3       1    3    3       1    2     18.28235539632626  -0.00016310746749
   2   -2    2       2    4    2       1    2     18.28235539632626  -0.00013088341814
  -3    1   -3       3    1    3       1    2     18.28235539632626  -0.00016310771364
  -2    2    2       4    2    2       1    2     18.28235539632626  -0.00013088725661
   2    2   -2       2    2    4       1    2     18.28235540843508  -0.00013101022526
  -3   -3    1       3    3    1       1    2     18.28235540843508  -0.00016308739458
   1    1    1       1    1    1       1    2     21.79401416028439  -0.00305537830306
  -2   -2   -2       4    4    4       1    2     21.79401416028439  -0.01046571257535
   0    1    2       0    1    2       1    2     21.99488489191557   0.00006405457799
   1    0    2       1    0    2       1    2     21.99488489191557   0.00006405407317
  -2   -1   -3       4    5    3       1    2     21.99488489191557   0.00018542885184
  -1   -2   -3       5    4    3       1    2     21.99488489191557   0.00018542848675
   0    2    1       0    2    1       1    2     21.99488489728171   0.00006389605082
   2    0    1       2    0    1       1    2     21.99488489728171   0.00006389514438
  -3   -1   -2       3    5    4       1    2     21.99488489728171   0.00018540236639
  -1   -3   -2       5    3    4       1    2     21.99488489728171   0.00018540426596
   1    2    0       1    2    0       1    2     21.99488490107765   0.00006392206599
   2    1    0       2    1    0       1    2     21.99488490107765   0.00006392153697
  -3   -2   -1       3    4    5       1    2     21.99488490107766   0.00018545494557
  -2   -3   -1       4    3    5       1    2     21.99488490107766   0.00018545612943
   2   -1    2       2    5    2       1    2     22.39122100870349  -0.00011014677455
  -1    2    2       5    2    2       1    2     22.39122100870349  -0.00011014817025
   0   -3   -3       0    3    3       1    2     22.39122100870350  -0.00004497803171
  -3    0   -3       3    0    3       1    2     22.39122100870350  -0.00004497817589
   2    2   -1       2    2    5       1    2     22.39122101988977  -0.00010982751269
  -3   -3    0       3    3    0       1    2     22.39122101988977  -0.00004494870880
   1    1    2       1    1    2       1    2     26.69210706668702  -0.00031388782841
  -2   -2   -3       4    4    3       1    2     26.69210706668702  -0.00031292816718
   1    2    1       1    2    1       1    2     26.69210707151641  -0.00031373377722
   2    1    1       2    1    1       1    2     26.69210707151641  -0.00031373271778
  -3   -2   -2       3    4    4       1    2     26.69210707151641  -0.00031299873028
  -2   -3   -2       4    3    4       1    2     26.69210707151641  -0.00031299466836
   0    2    2       0    2    2       1    2     26.85636773812642   0.00015573302931
   2    0    2       2    0    2       1    2     26.85636773812642   0.00015573332610
  -3   -1   -3       3    5    3       1    2     26.85636773812643   0.00012616876615
  -1   -3   -3       5    3    3       1    2     26.85636773812643   0.00012616448114
   2    2    0       2    2    0       1    2     26.85636774644017   0.00015612207753
  -3   -3   -1       3    3    5       1    2     26.85636774644017   0.00012706018481
   1    2    2       1    2    2       1    2     31.52677668763806  -0.00041884737043
   2    1    2       2    1    2       1    2     31.52677668763806  -0.00041884469957
  -3   -2   -3       3    4    3       1    2     31.52677668763806  -0.00046996799898
  -2   -3   -3       4    3    3       1    2     31.52677668763806  -0.00046996569650
   2    2    1       2    2    1       1    2     31.52677669207193  -0.00041876600381
  -3   -3   -2       3    3    4       1    2     31.52677669207193  -0.00046992535237
  -3   -3   -3       3    3    3       1    2     36.32335693380731  -0.00035573341320
   2    2    2       2    2    2       1    2     36.32335693380732  -0.00020101078192
