              Im{iWn}    Re{GreenF_1}[1,1]    Im{GreenF_1}[1,1]    Re{GreenF_1}[2,1]    Im{GreenF_1}[2,1]    Re{GreenF_1}[1,2]    Im{GreenF_1}[1,2]    Re{GreenF_1}[2,2]    Im{GreenF_1}[2,2]
     0.10449850235777     0.72751185833665    -0.23537250817220     0.77371781805844    -0.21090791649452    -0.05935533589740    -0.86922729741307     0.62977251022055    -0.72401233968132
     0.31349550707332     0.49856041485716    -0.32354162680280     0.57667377476854    -0.32014484754611     0.17144632253657    -0.63742163074720     0.50945146007062    -0.62121982819792
     0.52249251178887     0.38146894351867    -0.32263284718233     0.45645436746508    -0.34508521797997     0.20472308147292    -0.52296926650222     0.40697006906829    -0.55088050343020
     0.73148951650442     0.31234828233085    -0.30866619724181     0.37372532206938    -0.34409654899727     0.19771542371474    -0.45453648069380     0.32981905779067    -0.49716512164240
     0.94048652121997     0.26616352142640    -0.29370130980163     0.31391690480617    -0.33393398563124     0.18204195739943    -0.40876662920354     0.27279309079792    -0.45349933691677
     1.14948352593552     0.23202165969999    -0.27996626555375     0.26813245872616    -0.32003903092202     0.16494761034341    -0.37522161714317     0.22980426435547    -0.41700495734398
     1.35848053065106     0.20527688741894    -0.26753812842530     0.23267181923603    -0.30528839975559     0.14869305196084    -0.34882348219153     0.19659618206223    -0.38592092381101
     1.56747753536661     0.18350515703860    -0.25620649248354     0.20450428748421    -0.29092529769803     0.13390114893544    -0.32693236164500     0.17038461903111    -0.35909179273348
     1.77647454008216     0.16530628257642    -0.24579181820616     0.18151915674422    -0.27733539101915     0.12066895378558    -0.30812462569493     0.14931219774541    -0.33570943213666
     1.98547154479771     0.14981271499673    -0.23616071667667     0.16239034091341    -0.26460369541106     0.10892513285625    -0.29158925895554     0.13209691272628    -0.31516848903949
     2.19446854951326     0.13645096596124    -0.22721120289476     0.14626545712587    -0.25273404890016     0.09854191684342    -0.27682923309450     0.11782842704873    -0.29699440144577
     2.40346555422881     0.12481771460905    -0.21886314779749     0.13254744139005    -0.24170625696781     0.08937467618916    -0.26351506716939     0.10584702498344    -0.28080645276463
     2.61246255894436     0.11461369002129    -0.21105247149538     0.12078335515135    -0.23148510140701     0.08127936686575    -0.25141240239630     0.09566736998592    -0.26629614099642
     2.82145956365990     0.10560755896874    -0.20372693688210     0.11061467716775    -0.22202247210231     0.07412126777956    -0.24034509896436     0.08692784914839    -0.25321241717561
     3.03045656837545     0.09761540249633    -0.19684295603605     0.10175415355280    -0.21326125769957     0.06777903488987    -0.23017543030270     0.07935567139317    -0.24135043381356
     3.23945357309100     0.09048829197746    -0.19036326707210     0.09397211993688    -0.20514029913803     0.06214591233769    -0.22079267269596     0.07274233388509    -0.23054249373342
     3.44845057780655     0.08410416041969    -0.18425533274615     0.08708593744925    -0.19759877106140     0.05712929690529    -0.21210599055440     0.06692622211462    -0.22065066246680
     3.65744758252210     0.07836207678486    -0.17849027381309     0.08095082791624    -0.19057923407868     0.05264947560131    -0.20403966851943     0.06178022850779    -0.21156076919742
     3.86644458723765     0.07317798329665    -0.17304216296199     0.07545190891345    -0.18402933313756     0.04863805633117    -0.19652973807606     0.05720292547059    -0.20317759403626
     4.07544159195319     0.06848141175919    -0.16788754647987     0.07049751291566    -0.17790244113951     0.04503638614631    -0.18952150603211     0.05311225243832    -0.19542105518365
     4.28443859666874     0.06421290826697    -0.16300510446501     0.06601379930732    -0.17215760663723     0.04179410073387    -0.18296770658797     0.04944097400398    -0.18822321800118
     4.49343560138429     0.06032199644442    -0.15837539471101     0.06194055267698    -0.16675910887538     0.03886785861569    -0.17682710306137     0.04613338189683    -0.18152596299841
     4.70243260609984     0.05676556008510    -0.15398064834748     0.05822799058458    -0.16167583740283     0.03622026540563    -0.17106342065817     0.04314287025422    -0.17527917108625
     4.91142961081539     0.05350655516934    -0.14980459930571     0.05483438276878    -0.15688063430891     0.03381897135373    -0.16564452482836     0.04043012610283    -0.16943930856923
     5.12042661553094     0.05051298076547    -0.14583233760668     0.05172429507057    -0.15234967660431     0.03163591778685    -0.16054178204646     0.03796175644254    -0.16396831785092
     5.32942362024649     0.04775705306891    -0.14205018072321     0.04886729878846    -0.14806193492163     0.02964670767992    -0.15572955605005     0.03570922866558    -0.15883274065205
     5.53842062496203     0.04521453863819    -0.13844555949784     0.04623701838516    -0.14399871907541     0.02783007829979    -0.15118480476804     0.03364803913058    -0.15400301788543
     5.74741762967758     0.04286421244994    -0.13500691626027     0.04381042096090    -0.14014330675792     0.02616745747121    -0.14688675240722     0.03175705070895    -0.14945292414901
     5.95641463439313     0.04068741408180    -0.13172361341568     0.04156727675362    -0.13648064491018     0.02464258851011    -0.14281661810922     0.03001795779336    -0.14515910546784
     6.16541163910868     0.03866768141572    -0.12858585115504     0.03948974033154    -0.13299711116413     0.02324121186166    -0.13895738773917     0.02841484926247    -0.14110069697815
     6.37440864382423     0.03679044599090    -0.12558459318163     0.03756201745252    -0.12968032311553     0.02195079389232    -0.13529361912143     0.02693384807717    -0.13725900323356
     6.58340564853978     0.03504277778072    -0.12271149953810     0.03577009361657    -0.12651898474947     0.02076029517019    -0.13181127374371     0.02556281180111    -0.13361722822210
     6.79240265325532     0.03341316993996    -0.11995886575483     0.03410150806279    -0.12350276127611     0.01965997202125    -0.12849756986381     0.02429108223672    -0.13016024539259
     7.00139965797087     0.03189135617002    -0.11731956765994     0.03254516222863    -0.12062217553833     0.01864120627152    -0.12534085330240     0.02310927511682    -0.12687440033166
     7.21039666268642     0.03046815493640    -0.11478701128010     0.03109115519942    -0.11786852080330     0.01769635895783    -0.12233048314000     0.02200910276594    -0.12374734043152
     7.41939366740197     0.02913533597441    -0.11235508733751     0.02973064097799    -0.11523378609649     0.01681864447951    -0.11945673018814     0.02098322409391    -0.12076786713249
     7.62839067211752     0.02788550543248    -0.11001812990736     0.02845570389365    -0.11271059127739     0.01600202221610    -0.11671068655614     0.02002511737132    -0.11792580723746
     7.83738767683307     0.02671200670313    -0.10777087884790     0.02725924942894    -0.11029212983452     0.01524110308863    -0.11408418495256     0.01912897207128    -0.11521190047398
     8.04638468154861     0.02560883453392    -0.10560844565772     0.02613490836342    -0.10797211794634     0.01453106891646    -0.11156972658852     0.01828959671636    -0.11261770099391
     8.25538168626416     0.02457056043478    -0.10352628244635     0.02507695254104    -0.10574474875561     0.01386760273623    -0.10916041671665     0.01750234019208    -0.11013549089166
     8.46437869097971     0.02359226773376    -0.10152015373319     0.02408022084523    -0.10360465108563     0.01324682851595    -0.10684990696605     0.01676302441170    -0.10775820412951
     8.67337569569526     0.02266949490327    -0.09958611081679     0.02314005416488    -0.10154685202279     0.01266525892446    -0.10463234373616     0.01606788656437    -0.10547935950400
     8.88237270041081     0.02179818599597    -0.09772046847670     0.02225223828469    -0.09956674291900     0.01211975001032    -0.10250232199410     0.01541352946558    -0.10329300148445
     9.09136970512636     0.02097464720901    -0.09591978379189     0.02141295375600    -0.09766004845862     0.01160746181090    -0.10045484389116     0.01479687876771    -0.10119364791919
     9.30036670984191     0.02019550874239    -0.09418083687791     0.02061873190808    -0.09582279849515     0.01112582405493    -0.09848528167642     0.01421514598762    -0.09917624374200
     9.50936371455745     0.01945769124028    -0.09250061336244     0.01986641625126    -0.09405130240527     0.01067250624347    -0.09658934443987     0.01366579647475    -0.09723611992726
     9.71836071927300     0.01875837620757    -0.09087628843432     0.01915312860621    -0.09234212573758     0.01024539149931    -0.09476304826698     0.01314652158314    -0.09536895704132
     9.92735772398855     0.01809497988019    -0.08930521231681     0.01847623936846    -0.09069206895657     0.00984255366347    -0.09300268943141     0.01265521442733    -0.09357075282314
    10.13635472870410     0.01746513010182    -0.08778489702827     0.01783334138581    -0.08909814809882     0.00946223719385    -0.09130482029255     0.01218994870023    -0.09183779330040
    10.34535173341965     0.01686664582212    -0.08631300430748     0.01722222698823    -0.08755757717474     0.00910283948595    -0.08966622760146     0.01174896011331    -0.09016662701158
    10.55434873813520     0.01629751888422    -0.08488733459142     0.01664086776595    -0.08606775216051     0.00876289529068    -0.08808391295112     0.01133063008773    -0.08855404195953
    10.76334574285074     0.01575589781571    -0.08350581694476     0.01608739674212    -0.08462623643800     0.00844106295124    -0.08655507513713     0.01093347138307    -0.08699704497013
    10.97234274756629     0.01524007337516    -0.08216649984974     0.01556009263107    -0.08323074755052     0.00813611222121    -0.08507709422068     0.01055611539823    -0.08549284317166
    11.18133975228184     0.01474846564033    -0.08086754277424     0.01505736591355    -0.08187914515313     0.00784691345951    -0.08364751710993     0.01019730091949    -0.08403882734648
    11.39033675699739     0.01427961245226    -0.07960720844404     0.01457774649530    -0.08056942004615     0.00757242802715    -0.08226404449655     0.00985586412458    -0.08263255693831
    11.59933376171294     0.01383215905428    -0.07838385575265     0.01411987274660    -0.07929968418951     0.00731169973486    -0.08092451900310     0.00953072968010    -0.08127174652591
    11.80833076642849     0.01340484878586    -0.07719593324875     0.01368248174730    -0.07806816160499     0.00706384721189    -0.07962691441341     0.00922090279318    -0.07995425359743
    12.01732777114404     0.01299651470932    -0.07604197314737     0.01326440058547    -0.07687318008118     0.00682805708375    -0.07836932587277     0.00892546209863    -0.07867806748066
    12.22632477585958     0.01260607206321    -0.07492058581642     0.01286453857856    -0.07571316360439     0.00660357786194    -0.07714996095765     0.00864355327941    -0.07744129930228
    12.43532178057513     0.01223251144948    -0.07383045469501     0.01248188030328    -0.07458662544541     0.00638971446175    -0.07596713152630     0.00837438333284    -0.07624217286453
